block,species,chr,chr_beg,chr_end,orientation
79,CP002906.1,1,2273411,2278887,+
79,CP010052.1,1,2428100,2433572,+
79,CP010053.1,1,2427870,2433342,+
79,CP008698.1,1,2400855,2406327,+
79,CP007409.1,1,2282155,2287600,+
79,CP006881.1,1,2245955,2251427,+
79,CP003329.1,1,2428071,2433543,+
79,CP005997.1,1,2234216,2239687,+
79,CP002905.1,1,2394679,2400255,+
79,AP011541.2,1,2216747,2222207,+
79,CP002183.1,1,2279965,2285505,+
79,AP012496.1,1,2259884,2265356,+
79,CP004405.1,1,2245443,2250911,+
79,CP010314.1,1,2407582,2413054,+
79,CP003783.1,1,2407592,2413064,+
79,CP003695.1,1,1767476,1772920,-
78,CP009796.1,1,2244298,2249424,+
78,CP007800.1,1,2377156,2382272,+
78,AL009126.3,1,2404388,2409504,+
78,CP002468.1,1,381443,386566,+
78,CP004019.1,1,2258590,2263721,+
78,CP002906.1,1,2249504,2254630,+
78,CP010052.1,1,2404401,2409517,+
78,CP010053.1,1,2404171,2409287,+
78,CP008698.1,1,2377156,2382272,+
78,CP007409.1,1,2258450,2263572,+
78,CP006881.1,1,2222256,2227372,+
78,CP003329.1,1,2404372,2409488,+
78,CP005997.1,1,2210517,2215633,+
78,CP002905.1,1,2370958,2376105,+
78,AP011541.2,1,2193053,2198169,+
78,CP002183.1,1,2256246,2261395,+
78,AP012496.1,1,2236185,2241301,+
78,CP004405.1,1,2221733,2226864,+
78,CP010314.1,1,2383883,2388999,+
78,CP003783.1,1,2383893,2389009,+
78,CP003695.1,1,1791505,1796630,-
77,CP009796.1,1,2183269,2203516,+
77,CP007800.1,1,2316135,2336372,+
77,AL009126.3,1,2343367,2363604,+
77,CP002468.1,1,320425,340663,+
77,CP004019.1,1,2197573,2217809,+
77,CP002906.1,1,2188468,2208710,+
77,CP010052.1,1,2343380,2363617,+
77,CP010053.1,1,2343127,2363366,+
77,CP008698.1,1,2316135,2336372,+
77,CP007409.1,1,2197433,2217671,+
77,CP006881.1,1,2161220,2181451,+
77,CP003329.1,1,2343366,2363603,+
77,CP005997.1,1,2149502,2169739,+
77,CP002905.1,1,2309917,2330143,+
77,AP011541.2,1,2132025,2152262,+
77,CP002183.1,1,2195203,2215431,+
77,AP012496.1,1,2175159,2195396,+
77,CP004405.1,1,2160716,2180952,+
77,CP010314.1,1,2322859,2343096,+
77,CP003783.1,1,2322860,2343091,+
77,CP003695.1,1,1837408,1857645,-
76,CP009796.1,1,2148074,2171110,+
76,CP007800.1,1,2280941,2303979,+
76,AL009126.3,1,2308173,2331211,+
76,CP002468.1,1,285228,308268,+
76,CP004019.1,1,2162372,2185411,+
76,CP002906.1,1,2153267,2176306,+
76,CP010052.1,1,2308186,2331224,+
76,CP010053.1,1,2307933,2330971,+
76,CP008698.1,1,2280941,2303979,+
76,CP007409.1,1,2162237,2185272,+
76,CP006881.1,1,2126026,2149064,+
76,CP003329.1,1,2308172,2331210,+
76,CP005997.1,1,2114308,2137346,+
76,CP002905.1,1,2274721,2297760,+
76,AP011541.2,1,2096831,2119869,+
76,CP002183.1,1,2159998,2183041,+
76,AP012496.1,1,2139965,2163003,+
76,CP004405.1,1,2125515,2148554,+
76,CP010314.1,1,2287665,2310703,+
76,CP003783.1,1,2287666,2310704,+
76,CP003695.1,1,1869801,1893626,-
75,CP009796.1,1,2126349,2141320,+
75,CP007800.1,1,2259201,2274186,+
75,AL009126.3,1,2286433,2301418,+
75,CP002468.1,1,263497,278473,+
75,CP004019.1,1,2140649,2155619,+
75,CP002906.1,1,2132274,2146513,+
75,CP010052.1,1,2286446,2301431,+
75,CP010053.1,1,2286193,2301178,+
75,CP008698.1,1,2259201,2274186,+
75,CP007409.1,1,2140513,2155483,+
75,CP006881.1,1,2104304,2119271,+
75,CP003329.1,1,2286432,2301417,+
75,CP005997.1,1,2092586,2107553,+
75,CP002905.1,1,2252969,2267967,+
75,AP011541.2,1,2075838,2090078,+
75,CP002183.1,1,2138243,2153230,+
75,AP012496.1,1,2118243,2133210,+
75,CP004405.1,1,2102212,2117183,+
75,CP010314.1,1,2265925,2280910,+
75,CP003783.1,1,2265926,2280911,+
75,CP003695.1,1,1900382,1915356,-
74,CP009796.1,1,2102782,2125736,+
74,CP007800.1,1,2101245,2124199,+
74,AL009126.3,1,2128477,2151431,+
74,CP002468.1,1,239932,262887,+
74,CP004019.1,1,2117083,2140031,+
74,CP002906.1,1,2108697,2131656,+
74,CP010052.1,1,2128490,2151444,+
74,CP010053.1,1,2128237,2151191,+
74,CP008698.1,1,2101245,2124199,+
74,CP007409.1,1,2116945,2139895,+
74,CP006881.1,1,2080732,2103686,+
74,CP003329.1,1,2128476,2151430,+
74,CP005997.1,1,2069014,2091968,+
74,CP002905.1,1,2229379,2252351,+
74,AP011541.2,1,2052271,2075221,+
74,CP002183.1,1,2114680,2137628,+
74,AP012496.1,1,2094671,2117625,+
74,CP004405.1,1,2078646,2101594,+
74,CP010314.1,1,2107969,2130923,+
74,CP003783.1,1,2107972,2130926,+
74,CP003695.1,1,1915974,1938928,-
73,CP009796.1,1,2053607,2066632,+
73,CP007800.1,1,2052070,2065096,+
73,AL009126.3,1,2079302,2092328,+
73,CP002468.1,1,190790,203810,+
73,CP004019.1,1,2068468,2080946,+
73,CP002906.1,1,2059576,2072599,+
73,CP010052.1,1,2079314,2092340,+
73,CP010053.1,1,2079062,2092088,+
73,CP008698.1,1,2052070,2065096,+
73,CP007409.1,1,2067809,2080819,+
73,CP006881.1,1,2031557,2044583,+
73,CP003329.1,1,2079301,2092327,+
73,CP005997.1,1,2019855,2032880,+
73,CP002905.1,1,2180694,2193715,+
73,AP011541.2,1,2001804,2014828,+
73,CP002183.1,1,2067608,2080480,+
73,AP012496.1,1,2045496,2058522,+
73,CP004405.1,1,2030032,2042510,+
73,CP010314.1,1,2058793,2071819,+
73,CP003783.1,1,2058797,2071823,+
73,CP003695.1,1,1975071,1988096,-
72,CP009796.1,1,2031143,2045308,+
72,CP003695.1,1,1993208,2007243,-
71,CP009796.1,1,2013849,2019690,+
71,CP007800.1,1,2013880,2019729,+
71,AL009126.3,1,2041112,2046961,+
71,CP002468.1,1,165871,171715,+
71,CP004019.1,1,2046842,2052688,+
71,CP002906.1,1,2026610,2032463,+
71,CP010052.1,1,2041124,2046973,+
71,CP010053.1,1,2040872,2046721,+
71,CP008698.1,1,2013880,2019729,+
71,CP007409.1,1,2034676,2040524,+
71,CP006881.1,1,1993367,1999216,+
71,CP003329.1,1,2041111,2046960,+
71,CP005997.1,1,1981665,1987514,+
71,CP002905.1,1,2147841,2153892,+
71,CP002183.1,1,2036180,2042097,+
71,AP012496.1,1,2007306,2013155,+
71,CP004405.1,1,2008408,2014254,+
71,CP010314.1,1,2020603,2026452,+
71,CP003783.1,1,2020607,2026456,+
71,CP003695.1,1,2018952,2024802,-
70,CP009796.1,1,2002178,2008729,+
70,CP007800.1,1,2002154,2008706,+
70,AL009126.3,1,2029386,2035938,+
70,CP002468.1,1,155442,162003,+
70,CP004019.1,1,2036641,2043202,+
70,CP002906.1,1,2016134,2022687,+
70,CP010052.1,1,2029398,2035950,+
70,CP010053.1,1,2029146,2035698,+
70,CP008698.1,1,2002154,2008706,+
70,CP007409.1,1,2023016,2029567,+
70,CP006881.1,1,1981641,1988193,+
70,CP003329.1,1,2029385,2035937,+
70,CP005997.1,1,1969939,1976491,+
70,CP002905.1,1,2134844,2141412,+
70,CP002183.1,1,2024000,2030557,+
70,AP012496.1,1,1995580,2002132,+
70,CP004405.1,1,1998207,2004768,+
70,CP010314.1,1,2008877,2015429,+
70,CP003783.1,1,2008881,2015433,+
70,CP003695.1,1,2029927,2036478,-
69,CP009796.1,1,1995175,2000533,+
69,CP007800.1,1,1995153,2000509,+
69,AL009126.3,1,2022385,2027741,+
69,CP002468.1,1,148437,153794,+
69,CP004019.1,1,2029635,2034994,+
69,CP002906.1,1,2005706,2011066,+
69,CP010052.1,1,2022397,2027753,+
69,CP010053.1,1,2022145,2027501,+
69,CP008698.1,1,1995153,2000509,+
69,CP007409.1,1,2015976,2021334,+
69,CP006881.1,1,1974640,1979996,+
69,CP003329.1,1,2022384,2027740,+
69,CP005997.1,1,1962939,1968294,+
69,CP002905.1,1,2127666,2133063,+
69,CP002183.1,1,2016874,2022275,+
69,AP012496.1,1,1988579,1993935,+
69,CP004405.1,1,1991201,1996560,+
69,CP010314.1,1,2001876,2007232,+
69,CP003783.1,1,2001880,2007236,+
69,CP003695.1,1,2038119,2043474,-
68,CP009796.1,1,1983774,1991171,+
68,CP007800.1,1,1983696,1991151,+
68,AL009126.3,1,2010928,2018383,+
68,CP002468.1,1,136982,144435,+
68,CP004019.1,1,2018183,2025636,+
68,CP002906.1,1,1994251,2001706,+
68,CP010052.1,1,2010940,2018395,+
68,CP010053.1,1,2010688,2018143,+
68,CP008698.1,1,1983696,1991151,+
68,CP007409.1,1,2001082,2008478,+
68,CP006881.1,1,1963183,1970638,+
68,CP003329.1,1,2010927,2018382,+
68,CP005997.1,1,1951482,1958937,+
68,CP002905.1,1,2111167,2118573,+
68,AP011541.2,1,1975551,1982892,+
68,CP002183.1,1,2000945,2008345,+
68,AP012496.1,1,1977122,1984577,+
68,CP004405.1,1,1979749,1987202,+
68,CP010314.1,1,1990419,1997874,+
68,CP003783.1,1,1990423,1997878,+
68,CP003695.1,1,2051183,2058638,-
67,CP009796.1,1,1970806,1975936,+
67,CP007800.1,1,1970790,1975921,+
67,AL009126.3,1,1998022,2003153,+
67,CP002468.1,1,124003,129134,+
67,CP004019.1,1,2005215,2010345,+
67,CP002906.1,1,1981297,1986427,+
67,CP010052.1,1,1998034,2003165,+
67,CP010053.1,1,1997782,2002913,+
67,CP008698.1,1,1970790,1975921,+
67,CP007409.1,1,1988110,1993241,+
67,CP006881.1,1,1950277,1955408,+
67,CP003329.1,1,1998021,2003152,+
67,CP005997.1,1,1938576,1943706,+
67,CP002905.1,1,2098154,2103329,+
67,AP011541.2,1,1961302,1966442,+
67,CP002183.1,1,1949796,1954940,+
67,AP012496.1,1,1964216,1969347,+
67,CP004405.1,1,1966781,1971911,+
67,CP010314.1,1,1977513,1982644,+
67,CP003783.1,1,1977517,1982648,+
67,CP003695.1,1,2066417,2071552,-
66,CP009796.1,1,1953894,1966640,+
66,CP007800.1,1,1953878,1966624,+
66,AL009126.3,1,1981110,1993856,+
66,CP002468.1,1,107092,119838,+
66,CP004019.1,1,1988302,2001049,+
66,CP002906.1,1,1964386,1977131,+
66,CP010052.1,1,1981122,1993868,+
66,CP010053.1,1,1980870,1993616,+
66,CP008698.1,1,1953878,1966624,+
66,CP007409.1,1,1971198,1983944,+
66,CP006881.1,1,1933365,1946111,+
66,CP003329.1,1,1981109,1993855,+
66,CP005997.1,1,1921664,1934410,+
66,CP004405.1,1,1949868,1962615,+
66,CP010314.1,1,1960601,1973347,+
66,CP003783.1,1,1960609,1973351,+
66,CP003695.1,1,2075718,2088463,-
65,CP009796.1,1,1942131,1950307,+
65,AL009126.3,1,1969344,1977523,+
65,CP002468.1,1,95328,103505,+
65,CP004019.1,1,1976535,1984715,+
65,CP002906.1,1,1952633,1960794,+
65,CP010052.1,1,1969356,1977535,+
65,CP010053.1,1,1969104,1977283,+
65,CP007409.1,1,1963026,1971196,+
65,CP003329.1,1,1969343,1977522,+
65,CP005997.1,1,1909898,1918077,+
65,AP012496.1,1,1950952,1959131,+
65,CP004405.1,1,1938098,1946278,+
65,CP010314.1,1,1948835,1957014,+
65,CP003783.1,1,1948843,1957022,+
65,CP003695.1,1,2092053,2100230,-
64,CP009796.1,1,1932848,1940240,+
64,CP007800.1,1,1943599,1951006,+
64,AL009126.3,1,1960049,1967456,+
64,CP002468.1,1,86028,93437,+
64,CP004019.1,1,1967242,1974646,+
64,CP002906.1,1,1943325,1950729,+
64,CP010052.1,1,1960061,1967468,+
64,CP010053.1,1,1959809,1967216,+
64,CP008698.1,1,1943599,1951006,+
64,CP007409.1,1,1953738,1961132,+
64,CP006881.1,1,1923086,1930493,+
64,CP003329.1,1,1960048,1967455,+
64,CP005997.1,1,1900603,1908010,+
64,AP011541.2,1,1949948,1956945,+
64,AP012496.1,1,1941657,1949064,+
64,CP004405.1,1,1928806,1936210,+
64,CP010314.1,1,1939540,1946947,+
64,CP003783.1,1,1939548,1946955,+
64,CP003695.1,1,2102120,2109513,-
63,CP009796.1,1,1921559,1930304,+
63,CP007800.1,1,1932251,1940996,+
63,AL009126.3,1,1948701,1957446,+
63,CP002468.1,1,74692,83437,+
63,CP004019.1,1,1955979,1964725,+
63,CP002906.1,1,1930749,1939492,+
63,CP010052.1,1,1948713,1957458,+
63,CP010053.1,1,1948461,1957206,+
63,CP008698.1,1,1932251,1940996,+
63,CP007409.1,1,1942402,1951147,+
63,CP006881.1,1,1911738,1920483,+
63,CP003329.1,1,1948700,1957445,+
63,CP005997.1,1,1889255,1898000,+
63,CP002905.1,1,2048422,2057161,+
63,AP011541.2,1,1938696,1947441,+
63,CP002183.1,1,1900517,1909261,+
63,AP012496.1,1,1930309,1939054,+
63,CP004405.1,1,1917543,1926289,+
63,CP010314.1,1,1928192,1936937,+
63,CP003783.1,1,1928200,1936945,+
63,CP003695.1,1,2112071,2120815,-
62,CP009796.1,1,1884350,1889842,+
62,CP007800.1,1,1895032,1900535,+
62,AL009126.3,1,1911482,1916985,+
62,CP002468.1,1,37484,42966,+
62,CP004019.1,1,1917191,1922689,+
62,CP002906.1,1,1893475,1898965,+
62,CP010052.1,1,1911494,1916997,+
62,CP010053.1,1,1911242,1916745,+
62,CP008698.1,1,1895032,1900535,+
62,CP007409.1,1,1905186,1910678,+
62,CP006881.1,1,1874520,1880023,+
62,CP003329.1,1,1911480,1916983,+
62,CP005997.1,1,1852036,1857539,+
62,CP002905.1,1,2014404,2019903,+
62,AP011541.2,1,1901392,1906897,+
62,CP002183.1,1,1863738,1869242,+
62,AP012496.1,1,1893084,1898587,+
62,CP004405.1,1,1878757,1884256,+
62,CP010314.1,1,1890973,1896476,+
62,CP003783.1,1,1890981,1896484,+
62,CP003695.1,1,2152627,2158122,-
61,CP009796.1,1,1866611,1874239,+
61,CP007800.1,1,1879015,1886601,+
61,AL009126.3,1,1895465,1903051,+
61,CP002468.1,1,21469,29062,+
61,CP004019.1,1,1901356,1908664,+
61,CP002906.1,1,1876650,1885100,+
61,CP010052.1,1,1895477,1903063,+
61,CP010053.1,1,1895225,1902811,+
61,CP008698.1,1,1879015,1886601,+
61,CP007409.1,1,1890084,1897713,+
61,CP006881.1,1,1858503,1866089,+
61,CP003329.1,1,1895463,1903049,+
61,CP005997.1,1,1836020,1843605,+
61,CP002905.1,1,1996818,2004363,+
61,AP011541.2,1,1884644,1893051,+
61,CP002183.1,1,1850318,1857918,+
61,AP012496.1,1,1877067,1884653,+
61,CP004405.1,1,1861404,1868709,+
61,CP010314.1,1,1874956,1882542,+
61,CP003783.1,1,1874964,1882550,+
61,CP003695.1,1,2166581,2174188,-
60,CP009796.1,1,1859932,1865970,+
60,CP007800.1,1,1872342,1878372,+
60,AL009126.3,1,1888792,1894822,+
60,CP002468.1,1,14784,20823,+
60,CP004019.1,1,1894680,1900711,+
60,CP002906.1,1,1869975,1876005,+
60,CP010052.1,1,1888804,1894834,+
60,CP010053.1,1,1888552,1894582,+
60,CP008698.1,1,1872342,1878372,+
60,CP007409.1,1,1883407,1889439,+
60,CP006881.1,1,1851830,1857860,+
60,CP003329.1,1,1888790,1894820,+
60,CP005997.1,1,1829345,1835376,+
60,CP009749.1,1,1832002,1838048,+
60,CP002905.1,1,1989113,1995219,+
60,AP011541.2,1,1876609,1882636,+
60,CP009611.1,1,1820859,1826897,+
60,CP002183.1,1,1842588,1848689,+
60,AP012496.1,1,1870394,1876424,+
60,CP004405.1,1,1854728,1860759,+
60,CP010314.1,1,1868283,1874313,+
60,CP003783.1,1,1868291,1874321,+
60,CP003695.1,1,2174830,2180868,-
60,CP009748.1,1,1778878,1784962,+
59,CP009796.1,1,1820240,1827355,+
59,CP007800.1,1,1843545,1850659,+
59,AL009126.3,1,1859995,1867109,+
59,CP002468.1,1,4070485,4077605,+
59,CP004019.1,1,1859218,1866341,+
59,CP002906.1,1,1834474,1841598,+
59,CP010052.1,1,1860007,1867121,+
59,CP010053.1,1,1859755,1866869,+
59,CP008698.1,1,1843545,1850659,+
59,CP007409.1,1,1802707,1809822,+
59,CP006881.1,1,1823033,1830147,+
59,CP003329.1,1,1859993,1867107,+
59,CP005997.1,1,1800547,1807661,+
59,CP002905.1,1,1963935,1971022,+
59,AP011541.2,1,1803188,1810305,+
59,CP002183.1,1,1817485,1824551,+
59,AP012496.1,1,1841597,1848711,+
59,CP004405.1,1,1819266,1826389,+
59,CP010314.1,1,1839486,1846600,+
59,CP003783.1,1,1839494,1846608,+
59,CP003695.1,1,2202795,2209911,-
58,CP009796.1,1,1691833,1697175,+
58,CP007800.1,1,1715127,1720468,+
58,AL009126.3,1,1731576,1736917,+
58,CP002468.1,1,3942065,3947406,+
58,CP004019.1,1,1730765,1736100,+
58,CP002906.1,1,1706057,1711389,+
58,CP010052.1,1,1731588,1736929,+
58,CP010053.1,1,1731336,1736677,+
58,CP008698.1,1,1715127,1720468,+
58,CP007409.1,1,1674259,1679597,+
58,CP006881.1,1,1694614,1699955,+
58,CP003329.1,1,1731572,1736913,+
58,CP005997.1,1,1672115,1677456,+
58,CP009749.1,1,1677903,1683251,+
58,CP002905.1,1,1835160,1840503,+
58,AP011541.2,1,1742174,1747515,+
58,CP009611.1,1,1667735,1673086,+
58,CP002183.1,1,1688074,1693416,+
58,AP012496.1,1,1713178,1718519,+
58,CP004405.1,1,1690853,1696188,+
58,CP010314.1,1,1711068,1716409,+
58,CP003783.1,1,1711075,1716416,+
58,CP003695.1,1,2332984,2338326,-
58,CP009748.1,1,1626290,1631644,+
57,CP009796.1,1,1590873,1597898,+
57,CP007800.1,1,1614169,1621194,+
57,AL009126.3,1,1630618,1637643,+
57,CP002468.1,1,3841107,3848130,+
57,CP004019.1,1,1629860,1636884,+
57,CP002906.1,1,1605096,1612121,+
57,CP010052.1,1,1630630,1637655,+
57,CP010053.1,1,1630378,1637403,+
57,CP008698.1,1,1614169,1621194,+
57,CP007409.1,1,1573301,1580324,+
57,CP006881.1,1,1593656,1600681,+
57,CP003329.1,1,1630616,1637641,+
57,CP005997.1,1,1571157,1578182,+
57,CP002905.1,1,1734203,1741223,+
57,AP011541.2,1,1641229,1648254,+
57,CP002183.1,1,1585870,1592888,+
57,AP012496.1,1,1612219,1619244,+
57,CP004405.1,1,1589948,1596972,+
57,CP010314.1,1,1610110,1617135,+
57,CP003783.1,1,1610117,1617142,+
57,CP003695.1,1,2432265,2439288,-
56,CP009796.1,1,1580400,1585800,+
56,CP007800.1,1,1603695,1609096,+
56,AL009126.3,1,1620144,1625545,+
56,CP002468.1,1,3830633,3836034,+
56,CP004019.1,1,1619385,1624786,+
56,CP002906.1,1,1594618,1600020,+
56,CP010052.1,1,1620156,1625557,+
56,CP010053.1,1,1619904,1625305,+
56,CP008698.1,1,1603695,1609096,+
56,CP007409.1,1,1562827,1568228,+
56,CP006881.1,1,1583182,1588583,+
56,CP003329.1,1,1620142,1625543,+
56,CP005997.1,1,1560685,1566084,+
56,CP002905.1,1,1723725,1729126,+
56,AP011541.2,1,1630759,1636156,+
56,CP002183.1,1,1575396,1580796,+
56,AP012496.1,1,1601745,1607146,+
56,CP004405.1,1,1579473,1584874,+
56,CP010314.1,1,1599636,1605037,+
56,CP003783.1,1,1599643,1605044,+
56,CP003695.1,1,2444361,2449761,-
55,CP009796.1,1,1499039,1506016,+
55,CP007800.1,1,1522334,1529315,+
55,AL009126.3,1,1538783,1545764,+
55,CP002468.1,1,3749277,3756248,+
55,CP004019.1,1,1537322,1544302,+
55,CP002906.1,1,1513267,1520247,+
55,CP010052.1,1,1538795,1545776,+
55,CP010053.1,1,1538543,1545524,+
55,CP008698.1,1,1522334,1529315,+
55,CP007409.1,1,1481472,1488452,+
55,CP006881.1,1,1501821,1508802,+
55,CP003329.1,1,1538781,1545762,+
55,CP005997.1,1,1479326,1486294,+
55,CP002905.1,1,1642155,1649208,+
55,AP011541.2,1,1549405,1556384,+
55,CP002183.1,1,1493875,1500918,+
55,AP012496.1,1,1520384,1527365,+
55,CP004405.1,1,1497428,1504408,+
55,CP010314.1,1,1518275,1525256,+
55,CP003783.1,1,1518282,1525263,+
55,CP003695.1,1,2524151,2531123,-
54,CP009796.1,1,1454664,1471405,+
54,CP007800.1,1,1477954,1494692,+
54,AL009126.3,1,1494403,1511141,+
54,CP002468.1,1,3704899,3721643,+
54,CP004019.1,1,1492966,1509687,+
54,CP002906.1,1,1468807,1485545,+
54,CP010052.1,1,1494415,1511153,+
54,CP010053.1,1,1494163,1510901,+
54,CP008698.1,1,1477954,1494692,+
54,CP007409.1,1,1437094,1453835,+
54,CP006881.1,1,1457441,1474179,+
54,CP003329.1,1,1494401,1511139,+
54,CP005997.1,1,1434951,1451689,+
54,CP002905.1,1,1597782,1614511,+
54,AP011541.2,1,1503597,1520350,+
54,CP002183.1,1,1446918,1463657,+
54,AP012496.1,1,1476004,1492742,+
54,CP004405.1,1,1453058,1469793,+
54,CP010314.1,1,1473895,1490633,+
54,CP003783.1,1,1473902,1490640,+
54,CP003695.1,1,2558766,2575509,-
53,CP009796.1,1,1430359,1435738,+
53,CP007800.1,1,1450309,1455680,+
53,AL009126.3,1,1466758,1472129,+
53,CP002468.1,1,3680587,3685962,+
53,CP004019.1,1,1468655,1474034,+
53,CP002906.1,1,1444520,1449899,+
53,CP010052.1,1,1466770,1472141,+
53,CP010053.1,1,1466518,1471889,+
53,CP008698.1,1,1450309,1455680,+
53,CP007409.1,1,1412794,1418173,+
53,CP006881.1,1,1429796,1435167,+
53,CP003329.1,1,1466756,1472127,+
53,CP005997.1,1,1407306,1412677,+
53,CP002905.1,1,1573472,1578871,+
53,AP011541.2,1,1478030,1483425,+
53,CP002183.1,1,1422613,1428009,+
53,AP012496.1,1,1448359,1453730,+
53,CP004405.1,1,1428747,1434126,+
53,CP010314.1,1,1446250,1451621,+
53,CP003783.1,1,1446257,1451628,+
53,CP003695.1,1,2597758,2603128,-
52,CP009796.1,1,1382048,1388088,+
52,CP007800.1,1,1402048,1408088,+
52,AL009126.3,1,1418497,1424537,+
52,CP002468.1,1,3632398,3638438,+
52,CP004019.1,1,1422374,1428416,+
52,CP002906.1,1,1396000,1402040,+
52,CP010052.1,1,1418509,1424549,+
52,CP010053.1,1,1418257,1424297,+
52,CP008698.1,1,1402048,1408088,+
52,CP007409.1,1,1364311,1370350,+
52,CP006881.1,1,1381535,1387575,+
52,CP003329.1,1,1418495,1424535,+
52,CP005997.1,1,1359005,1365045,+
52,CP002905.1,1,1527223,1533280,+
52,AP011541.2,1,1433553,1439593,+
52,CP002183.1,1,1378868,1384921,+
52,AP012496.1,1,1400098,1406138,+
52,CP004405.1,1,1382467,1388509,+
52,CP010314.1,1,1397989,1404029,+
52,CP003783.1,1,1397996,1404036,+
52,CP003695.1,1,2645411,2651453,-
51,CP009796.1,1,1361566,1374087,+
51,CP007800.1,1,1381564,1394085,+
51,AL009126.3,1,1398013,1410534,+
51,CP002468.1,1,3611909,3624430,+
51,CP004019.1,1,1401884,1414404,+
51,CP002906.1,1,1375510,1388030,+
51,CP010052.1,1,1398025,1410546,+
51,CP010053.1,1,1397775,1410294,+
51,CP008698.1,1,1381564,1394085,+
51,CP007409.1,1,1343824,1356344,+
51,CP006881.1,1,1361051,1373572,+
51,CP003329.1,1,1398011,1410532,+
51,CP005997.1,1,1338521,1351042,+
51,CP002905.1,1,1506614,1519246,+
51,AP011541.2,1,1411480,1424001,+
51,CP002183.1,1,1358214,1370861,+
51,AP012496.1,1,1379614,1392135,+
51,CP004405.1,1,1361977,1374497,+
51,CP010314.1,1,1377505,1390026,+
51,CP003783.1,1,1377512,1390033,+
51,CP003695.1,1,2659423,2671943,-
50,CP009796.1,1,1346839,1355217,+
50,CP007800.1,1,1366837,1375215,+
50,AL009126.3,1,1383286,1391664,+
50,CP002468.1,1,3597185,3605560,+
50,CP004019.1,1,1387172,1395536,+
50,CP002906.1,1,1360785,1369163,+
50,CP010052.1,1,1383298,1391676,+
50,CP010053.1,1,1383048,1391426,+
50,CP008698.1,1,1366837,1375215,+
50,CP007409.1,1,1329098,1337476,+
50,CP006881.1,1,1346323,1354701,+
50,CP003329.1,1,1383284,1391662,+
50,CP005997.1,1,1323794,1332172,+
50,CP002905.1,1,1491886,1500260,+
50,AP011541.2,1,1396753,1405132,+
50,CP002183.1,1,1343496,1351870,+
50,AP012496.1,1,1364887,1373265,+
50,CP004405.1,1,1347249,1355629,+
50,CP010314.1,1,1362778,1371156,+
50,CP003783.1,1,1362785,1371163,+
50,CP003695.1,1,2678291,2686670,-
49,CP009796.1,1,1320863,1328377,+
49,CP007800.1,1,1340879,1348384,+
49,AL009126.3,1,1357328,1364833,+
49,CP002468.1,1,3571221,3578735,+
49,CP004019.1,1,1360467,1367981,+
49,CP002906.1,1,1334199,1341714,+
49,CP010052.1,1,1357340,1364845,+
49,CP010053.1,1,1357090,1364595,+
49,CP008698.1,1,1340879,1348384,+
49,CP007409.1,1,1303124,1310638,+
49,CP006881.1,1,1320365,1327870,+
49,CP003329.1,1,1357326,1364831,+
49,CP005997.1,1,1297836,1305341,+
49,CP002905.1,1,1464000,1471758,+
49,AP011541.2,1,1370810,1378298,+
49,CP002183.1,1,1315917,1323412,+
49,AP012496.1,1,1332566,1340071,+
49,CP004405.1,1,1320560,1328074,+
49,CP010314.1,1,1336820,1344325,+
49,CP003783.1,1,1336827,1344332,+
49,CP003695.1,1,2705121,2712634,-
48,CP009796.1,1,1309064,1317672,+
48,CP007800.1,1,1328999,1337628,+
48,AL009126.3,1,1345448,1354077,+
48,CP002468.1,1,3559375,3567978,+
48,CP004019.1,1,1348603,1357182,+
48,CP002906.1,1,1322343,1330948,+
48,CP010052.1,1,1345460,1354089,+
48,CP010053.1,1,1345210,1353839,+
48,CP008698.1,1,1328999,1337628,+
48,CP007409.1,1,1291284,1299906,+
48,CP006881.1,1,1308485,1317114,+
48,CP003329.1,1,1345446,1354075,+
48,CP005997.1,1,1285994,1294618,+
48,CP002905.1,1,1452083,1460690,+
48,AP011541.2,1,1358965,1367592,+
48,CP002183.1,1,1304004,1312608,+
48,AP012496.1,1,1320686,1329315,+
48,CP004405.1,1,1308696,1317275,+
48,CP010314.1,1,1324940,1333569,+
48,CP003783.1,1,1324947,1333576,+
48,CP003695.1,1,2715853,2724445,-
23,CP009796.1,1,637189,642810,+
23,CP007800.1,1,648366,653987,+
23,AL009126.3,1,664818,670439,+
23,CP002468.1,1,2885940,2891560,+
23,CP004019.1,1,678695,684311,+
23,CP002906.1,1,642808,648429,+
23,CP010052.1,1,664827,670448,+
23,CP010053.1,1,664577,670198,+
23,CP008698.1,1,648366,653987,+
23,CP007409.1,1,617186,622806,+
23,CP006881.1,1,627852,633473,+
23,CP003329.1,1,664815,670436,+
23,CP005997.1,1,628521,634142,+
23,CP009749.1,1,587905,593517,+
23,CP002905.1,1,783713,789328,+
23,AP011541.2,1,652255,657873,+
23,CP009611.1,1,644539,650098,+
23,CP002183.1,1,631996,637606,+
23,AP012496.1,1,632837,638451,+
23,CP004405.1,1,633150,638766,+
23,CP010314.1,1,644307,649928,+
23,CP003783.1,1,644319,649940,+
23,CP003695.1,1,3397977,3403597,-
23,CP009748.1,1,571780,577337,+
22,CP009796.1,1,559555,575146,+
22,CP007800.1,1,602867,618460,+
22,AL009126.3,1,619319,634912,+
22,CP002468.1,1,2809306,2824878,+
22,CP004019.1,1,605688,621290,+
22,CP002906.1,1,608272,623798,+
22,CP010052.1,1,619328,634921,+
