block,species,chr,chr_beg,chr_end,orientation
360,CP002906.1,1,2925747,2962657,+
360,CP010052.1,1,3134984,3171900,+
360,CP010053.1,1,3134738,3171654,+
360,CP008698.1,1,3113010,3149926,+
360,CP007409.1,1,2947941,2984852,+
360,CP006881.1,1,2952827,2989743,+
360,CP003329.1,1,3134954,3171870,+
360,CP005997.1,1,2979489,3016406,+
360,CP002905.1,1,3073834,3110761,+
360,AP011541.2,1,2896643,2933551,+
360,CP002183.1,1,2921248,2958181,+
360,AP012496.1,1,2966654,3003570,+
360,CP004405.1,1,2909907,2946831,+
360,CP010314.1,1,3114466,3151382,+
360,CP003783.1,1,3066411,3103327,+
360,CP003695.1,1,1055132,1091863,-
359,CP009796.1,1,2986273,2991724,+
359,CP007800.1,1,3102263,3107713,+
359,AL009126.3,1,3129496,3134946,+
359,CP002468.1,1,1137812,1143262,+
359,CP004019.1,1,2941302,2946753,+
359,CP002906.1,1,2920270,2925721,+
359,CP010052.1,1,3129508,3134958,+
359,CP010053.1,1,3129262,3134712,+
359,CP008698.1,1,3107534,3112984,+
359,CP007409.1,1,2942464,2947915,+
359,CP006881.1,1,2947351,2952801,+
359,CP003329.1,1,3129478,3134928,+
359,CP005997.1,1,2974013,2979463,+
359,CP002905.1,1,3068329,3073778,+
359,AP011541.2,1,2891167,2896617,+
359,CP002183.1,1,2914453,2919902,+
359,AP012496.1,1,2961178,2966628,+
359,CP004405.1,1,2904430,2909881,+
359,CP010314.1,1,3108990,3114440,+
359,CP003783.1,1,3060935,3066385,+
359,CP003695.1,1,1091897,1097349,-
358,CP009796.1,1,2984244,2986265,+
358,CP007800.1,1,3100234,3102255,+
358,AL009126.3,1,3127467,3129488,+
358,CP002468.1,1,1135783,1137804,+
358,CP004019.1,1,2939273,2941294,+
358,CP002906.1,1,2918241,2920262,+
358,CP010052.1,1,3127479,3129500,+
358,CP010053.1,1,3127233,3129254,+
358,CP008698.1,1,3105505,3107526,+
358,CP007409.1,1,2940435,2942456,+
358,CP006881.1,1,2945322,2947343,+
358,CP003329.1,1,3127449,3129470,+
358,CP005997.1,1,2971984,2974005,+
358,CP009749.1,1,2941868,2943882,+
358,CP002905.1,1,3066300,3068321,+
358,AP011541.2,1,2889138,2891159,+
358,CP009611.1,1,2899139,2901153,+
358,CP002183.1,1,2912423,2914445,+
358,AP012496.1,1,2959149,2961170,+
358,CP004405.1,1,2902401,2904422,+
358,CP010314.1,1,3106961,3108982,+
358,CP003783.1,1,3058906,3060927,+
358,CP003695.1,1,1097357,1099378,-
358,CP009748.1,1,2860857,2862871,+
357,CP009796.1,1,2972470,2983654,+
357,CP007800.1,1,3088461,3099644,+
357,AL009126.3,1,3115694,3126877,+
357,CP002468.1,1,1124012,1135193,+
357,CP004019.1,1,2927494,2938683,+
357,CP002906.1,1,2906471,2917651,+
357,CP010052.1,1,3115706,3126889,+
357,CP010053.1,1,3115460,3126643,+
357,CP008698.1,1,3093732,3104915,+
357,CP007409.1,1,2928661,2939845,+
357,CP006881.1,1,2933549,2944732,+
357,CP003329.1,1,3115676,3126859,+
357,CP005997.1,1,2960211,2971394,+
357,CP002905.1,1,3054507,3065710,+
357,AP011541.2,1,2877376,2888548,+
357,CP002183.1,1,2900623,2911833,+
357,AP012496.1,1,2947376,2958559,+
357,CP004405.1,1,2890625,2901811,+
357,CP010314.1,1,3095188,3106371,+
357,CP003783.1,1,3047133,3058316,+
357,CP003695.1,1,1099968,1111153,-
356,CP009796.1,1,2958988,2962763,+
356,CP007800.1,1,3074978,3078754,+
356,AL009126.3,1,3102211,3105987,+
356,CP002468.1,1,1110735,1114508,+
356,CP004019.1,1,2914014,2917787,+
356,CP002906.1,1,2892992,2896765,+
356,CP010052.1,1,3102223,3105999,+
356,CP010053.1,1,3101977,3105753,+
356,CP008698.1,1,3080249,3084025,+
356,CP007409.1,1,2915182,2918955,+
356,CP006881.1,1,2920066,2923842,+
356,CP003329.1,1,3102193,3105969,+
356,CP005997.1,1,2946733,2950505,+
356,CP009749.1,1,2910995,2914768,+
356,CP002905.1,1,3041243,3045019,+
356,AP011541.2,1,2863881,2867654,+
356,CP009611.1,1,2868264,2872037,+
356,CP002183.1,1,2887356,2891131,+
356,AP012496.1,1,2933893,2937669,+
356,CP004405.1,1,2877146,2880919,+
356,CP010314.1,1,3081705,3085481,+
356,CP003783.1,1,3033650,3037426,+
356,CP003695.1,1,1120860,1124633,-
356,CP009748.1,1,2834346,2838120,+
355,CP009796.1,1,2934987,2958986,+
355,CP007800.1,1,3050979,3074976,+
355,AL009126.3,1,3078212,3102209,+
355,CP002468.1,1,1086735,1110733,+
355,CP004019.1,1,2890014,2914012,+
355,CP002906.1,1,2868994,2892990,+
355,CP010052.1,1,3078224,3102221,+
355,CP010053.1,1,3077978,3101975,+
355,CP008698.1,1,3056250,3080247,+
355,CP007409.1,1,2891184,2915180,+
355,CP006881.1,1,2896067,2920064,+
355,CP003329.1,1,3078194,3102191,+
355,CP005997.1,1,2922734,2946731,+
355,CP002905.1,1,3015423,3039924,+
355,AP011541.2,1,2840280,2863879,+
355,CP002183.1,1,2862771,2887354,+
355,AP012496.1,1,2909894,2933891,+
355,CP004405.1,1,2853146,2877144,+
355,CP010314.1,1,3057706,3081703,+
355,CP003783.1,1,3009651,3033648,+
355,CP003695.1,1,1124634,1148628,-
354,CP009796.1,1,2918379,2929091,+
354,CP007800.1,1,3034371,3045085,+
354,AL009126.3,1,3061604,3072318,+
354,CP002468.1,1,1070124,1080838,+
354,CP004019.1,1,2873405,2884118,+
354,CP002906.1,1,2852385,2863098,+
354,CP010052.1,1,3061616,3072330,+
354,CP010053.1,1,3061370,3072084,+
354,CP008698.1,1,3039642,3050356,+
354,CP007409.1,1,2874577,2885289,+
354,CP006881.1,1,2879459,2890173,+
354,CP003329.1,1,3061586,3072300,+
354,CP005997.1,1,2906126,2916840,+
354,CP002905.1,1,2998807,3009511,+
354,AP011541.2,1,2823671,2834383,+
354,CP002183.1,1,2846167,2856878,+
354,AP012496.1,1,2893286,2904000,+
354,CP004405.1,1,2836537,2847250,+
354,CP010314.1,1,3041098,3051812,+
354,CP003783.1,1,2993043,3003757,+
354,CP003695.1,1,1154523,1165236,-
353,CP009796.1,1,2906124,2916290,+
353,CP007800.1,1,3022114,3032282,+
353,AL009126.3,1,3049348,3059515,+
353,CP002468.1,1,1057869,1068035,+
353,CP004019.1,1,2861143,2871316,+
353,CP002906.1,1,2840119,2850296,+
353,CP010052.1,1,3049360,3059527,+
353,CP010053.1,1,3049113,3059281,+
353,CP008698.1,1,3027385,3037553,+
353,CP007409.1,1,2862333,2872488,+
353,CP006881.1,1,2867202,2877370,+
353,CP003329.1,1,3049330,3059497,+
353,CP005997.1,1,2893870,2904037,+
353,CP002905.1,1,2986344,2996723,+
353,AP011541.2,1,2811425,2821582,+
353,CP002183.1,1,2833897,2844084,+
353,AP012496.1,1,2881029,2891197,+
353,CP004405.1,1,2824283,2834448,+
353,CP010314.1,1,3028841,3039009,+
353,CP003783.1,1,2980787,2990954,+
353,CP003695.1,1,1167324,1177492,-
352,CP009796.1,1,2886587,2888064,+
352,CP007800.1,1,3002586,3004063,+
352,AL009126.3,1,3029820,3031297,+
352,CP002468.1,1,1038332,1039809,+
352,CP004019.1,1,2841604,2843081,+
352,CP002906.1,1,2820596,2822073,+
352,CP010052.1,1,3029832,3031309,+
352,CP010053.1,1,3029585,3031062,+
352,CP008698.1,1,3007857,3009334,+
352,CP007409.1,1,2842797,2844274,+
352,CP006881.1,1,2847674,2849151,+
352,CP003329.1,1,3029802,3031279,+
352,CP005997.1,1,2874342,2875819,+
352,CP002905.1,1,2966814,2968284,+
352,AP011541.2,1,2791885,2793362,+
352,CP002183.1,1,2814364,2815834,+
352,AP012496.1,1,2861501,2862978,+
352,CP004405.1,1,2804744,2806221,+
352,CP010314.1,1,3009313,3010790,+
352,CP003783.1,1,2961259,2962736,+
352,CP003695.1,1,1195549,1197027,-
351,CP009796.1,1,2883204,2885010,+
351,CP007800.1,1,2999204,3001010,+
351,AL009126.3,1,3026438,3028244,+
351,CP002468.1,1,1034949,1036755,+
351,CP004019.1,1,2838219,2840026,+
351,CP002906.1,1,2817213,2819019,+
351,CP010052.1,1,3026450,3028256,+
351,CP010053.1,1,3026203,3028009,+
351,CP008698.1,1,3004475,3006281,+
351,CP007409.1,1,2839414,2841220,+
351,CP006881.1,1,2844292,2846098,+
351,CP003329.1,1,3026420,3028226,+
351,CP005997.1,1,2870960,2872766,+
351,CP002905.1,1,2963399,2965204,+
351,AP011541.2,1,2788505,2790308,+
351,CP002183.1,1,2810950,2812755,+
351,AP012496.1,1,2858119,2859925,+
351,CP004405.1,1,2801359,2803166,+
351,CP010314.1,1,3005931,3007737,+
351,CP003783.1,1,2957877,2959683,+
351,CP003695.1,1,1198604,1200410,-
350,CP009796.1,1,2855457,2866715,+
350,CP007800.1,1,2971457,2982716,+
350,AL009126.3,1,2998691,3009950,+
350,CP002468.1,1,1007202,1018461,+
350,CP004019.1,1,2810481,2821742,+
350,CP010052.1,1,2998703,3009962,+
350,CP010053.1,1,2998454,3009713,+
350,CP008698.1,1,2976728,2987987,+
350,CP007409.1,1,2811670,2822929,+
350,CP006881.1,1,2816545,2827804,+
350,CP003329.1,1,2998674,3009933,+
350,CP005997.1,1,2843225,2854472,+
350,AP012496.1,1,2830483,2841742,+
350,CP004405.1,1,2773621,2784882,+
350,CP010314.1,1,2978184,2989443,+
350,CP003783.1,1,2930130,2941389,+
350,CP003695.1,1,1216895,1228156,-
349,CP009796.1,1,2849404,2855388,+
349,CP007800.1,1,2965404,2971388,+
349,AL009126.3,1,2992638,2998622,+
349,CP002468.1,1,1001149,1007133,+
349,CP004019.1,1,2804428,2810412,+
349,CP002906.1,1,2794598,2800582,+
349,CP010052.1,1,2992650,2998634,+
349,CP010053.1,1,2992401,2998385,+
349,CP008698.1,1,2970675,2976659,+
349,CP007409.1,1,2805617,2811601,+
349,CP006881.1,1,2810492,2816476,+
349,CP003329.1,1,2992621,2998605,+
349,CP005997.1,1,2837172,2843156,+
349,CP002905.1,1,2940773,2946753,+
349,AP011541.2,1,2764309,2770293,+
349,CP002183.1,1,2788331,2794307,+
349,AP012496.1,1,2824430,2830414,+
349,CP004405.1,1,2767568,2773552,+
349,CP010314.1,1,2972131,2978115,+
349,CP003783.1,1,2924077,2930061,+
349,CP003695.1,1,1228225,1234209,-
348,CP009796.1,1,2839252,2842470,+
348,CP007800.1,1,2955252,2958470,+
348,AL009126.3,1,2982486,2985704,+
348,CP002468.1,1,990996,994215,+
348,CP004019.1,1,2794275,2797496,+
348,CP002906.1,1,2784446,2787663,+
348,CP010052.1,1,2982498,2985716,+
348,CP010053.1,1,2982249,2985467,+
348,CP008698.1,1,2960523,2963741,+
348,CP007409.1,1,2795464,2798683,+
348,CP006881.1,1,2800340,2803558,+
348,CP003329.1,1,2982469,2985687,+
348,CP005997.1,1,2827019,2830238,+
348,CP002905.1,1,2930620,2933840,+
348,AP011541.2,1,2754155,2757375,+
348,CP002183.1,1,2778171,2781390,+
348,AP012496.1,1,2814278,2817496,+
348,CP004405.1,1,2757414,2760636,+
348,CP010314.1,1,2961979,2965197,+
348,CP003783.1,1,2913925,2917143,+
348,CP003695.1,1,1241143,1244361,-
347,CP009796.1,1,2836397,2837806,+
347,CP007800.1,1,2952398,2953807,+
347,AL009126.3,1,2979632,2981041,+
347,CP002468.1,1,988141,989550,+
347,CP004019.1,1,2791420,2792829,+
347,CP002906.1,1,2781591,2783000,+
347,CP010052.1,1,2979644,2981053,+
347,CP010053.1,1,2979395,2980804,+
347,CP008698.1,1,2957669,2959078,+
347,CP007409.1,1,2792609,2794018,+
347,CP006881.1,1,2797486,2798895,+
347,CP003329.1,1,2979614,2981023,+
347,CP005997.1,1,2824164,2825573,+
347,CP009749.1,1,2802510,2803919,+
347,CP002905.1,1,2927765,2929171,+
347,AP011541.2,1,2751300,2752709,+
347,CP009611.1,1,2761846,2763255,+
347,CP002183.1,1,2775316,2776722,+
347,AP012496.1,1,2811423,2812832,+
347,CP004405.1,1,2754559,2755968,+
347,CP010314.1,1,2959125,2960534,+
347,CP003783.1,1,2911071,2912480,+
347,CP003695.1,1,1245808,1247217,-
347,CP009748.1,1,2735922,2737332,+
346,CP009796.1,1,2826083,2829641,+
346,CP007800.1,1,2942085,2945642,+
346,AL009126.3,1,2969319,2972876,+
346,CP002468.1,1,977827,981385,+
346,CP004019.1,1,2781107,2784664,+
346,CP002906.1,1,2771276,2774835,+
346,CP010052.1,1,2969331,2972888,+
346,CP010053.1,1,2969082,2972639,+
346,CP008698.1,1,2947357,2950913,+
346,CP007409.1,1,2782295,2785853,+
346,CP006881.1,1,2787173,2790730,+
346,CP003329.1,1,2969301,2972858,+
346,CP005997.1,1,2813851,2817408,+
346,CP002905.1,1,2917456,2921010,+
346,AP011541.2,1,2740988,2744544,+
346,CP002183.1,1,2765009,2768562,+
346,AP012496.1,1,2801110,2804667,+
346,CP004405.1,1,2744246,2747803,+
346,CP010314.1,1,2948812,2952369,+
346,CP003783.1,1,2900758,2904315,+
346,CP003695.1,1,1253972,1257531,-
345,CP009796.1,1,2823774,2826067,+
345,CP007800.1,1,2939773,2942069,+
345,AL009126.3,1,2967007,2969303,+
345,CP002468.1,1,975515,977811,+
345,CP004019.1,1,2778795,2781091,+
345,CP002906.1,1,2768964,2771260,+
345,CP010052.1,1,2967019,2969315,+
345,CP010053.1,1,2966770,2969066,+
345,CP008698.1,1,2939773,2942069,+
345,CP007409.1,1,2779986,2782279,+
345,CP006881.1,1,2784861,2787157,+
345,CP003329.1,1,2966989,2969285,+
345,CP005997.1,1,2811539,2813835,+
345,CP002905.1,1,2915145,2917440,+
345,AP011541.2,1,2738676,2740972,+
345,CP002183.1,1,2762698,2764993,+
345,AP012496.1,1,2798798,2801094,+
345,CP004405.1,1,2741934,2744230,+
345,CP010314.1,1,2946500,2948796,+
345,CP003783.1,1,2898446,2900742,+
345,CP003695.1,1,1257547,1259838,-
344,CP009796.1,1,2822638,2823773,+
344,CP007800.1,1,2938637,2939772,+
344,AL009126.3,1,2965871,2967006,+
344,CP002468.1,1,974379,975514,+
344,CP004019.1,1,2777659,2778794,+
344,CP002906.1,1,2767828,2768963,+
344,CP010052.1,1,2965883,2967018,+
344,CP010053.1,1,2965634,2966769,+
344,CP008698.1,1,2938637,2939772,+
344,CP007409.1,1,2778862,2779985,+
344,CP006881.1,1,2783725,2784860,+
344,CP003329.1,1,2965853,2966988,+
344,CP005997.1,1,2810403,2811538,+
344,CP009749.1,1,2788735,2789860,+
344,CP002905.1,1,2914010,2915144,+
344,AP011541.2,1,2737540,2738675,+
344,CP009611.1,1,2748071,2749196,+
344,CP002183.1,1,2761562,2762697,+
344,AP012496.1,1,2797662,2798797,+
344,CP004405.1,1,2740798,2741933,+
344,CP010314.1,1,2945364,2946499,+
344,CP003783.1,1,2897310,2898445,+
344,CP003695.1,1,1259840,1260975,-
344,CP009748.1,1,2722148,2723276,+
343,CP009796.1,1,2816028,2817169,+
343,CP007800.1,1,2932023,2933164,+
343,AL009126.3,1,2959257,2960398,+
343,CP002468.1,1,967769,968910,+
343,CP004019.1,1,2771047,2772188,+
343,CP002906.1,1,2761237,2762356,+
343,CP010052.1,1,2959269,2960410,+
343,CP010053.1,1,2959020,2960161,+
343,CP008698.1,1,2932023,2933164,+
343,CP007409.1,1,2772240,2773381,+
343,CP006881.1,1,2777111,2778252,+
343,CP003329.1,1,2959239,2960380,+
343,CP005997.1,1,2803789,2804930,+
343,CP009749.1,1,2782169,2783263,+
343,CP002905.1,1,2907396,2908537,+
343,AP011541.2,1,2730930,2732071,+
343,CP009611.1,1,2741506,2742600,+
343,CP002183.1,1,2754943,2756079,+
343,AP012496.1,1,2791048,2792189,+
343,CP004405.1,1,2734186,2735327,+
343,CP010314.1,1,2938750,2939891,+
343,CP003783.1,1,2890696,2891837,+
343,CP003695.1,1,1266444,1267585,-
343,CP009748.1,1,2715584,2716678,+
342,CP009796.1,1,2809013,2810353,+
342,CP007800.1,1,2925003,2926343,+
342,AL009126.3,1,2952237,2953577,+
342,CP002468.1,1,960754,962094,+
342,CP004019.1,1,2764032,2765372,+
342,CP002906.1,1,2754248,2755588,+
342,CP010052.1,1,2952249,2953589,+
342,CP010053.1,1,2952000,2953340,+
342,CP008698.1,1,2925003,2926343,+
342,CP007409.1,1,2765225,2766565,+
342,CP006881.1,1,2770091,2771431,+
342,CP003329.1,1,2952219,2953559,+
342,CP005997.1,1,2796769,2798109,+
342,CP009749.1,1,2775894,2777234,+
342,CP002905.1,1,2900188,2901528,+
342,AP011541.2,1,2723947,2725287,+
342,CP009611.1,1,2735231,2736571,+
342,CP002183.1,1,2747739,2749079,+
342,AP012496.1,1,2784028,2785368,+
342,CP004405.1,1,2727171,2728511,+
342,CP010314.1,1,2931730,2933070,+
342,CP003783.1,1,2883676,2885016,+
342,CP003695.1,1,1273261,1274601,-
342,CP009748.1,1,2709303,2710641,+
341,CP009796.1,1,2795117,2809011,+
341,CP007800.1,1,2911114,2925001,+
341,AL009126.3,1,2938348,2952235,+
341,CP002468.1,1,946865,960752,+
341,CP004019.1,1,2750140,2764030,+
341,CP002906.1,1,2740358,2754246,+
341,CP010052.1,1,2938360,2952247,+
341,CP010053.1,1,2938111,2951998,+
341,CP008698.1,1,2911114,2925001,+
341,CP007409.1,1,2751336,2765223,+
341,CP006881.1,1,2756202,2770089,+
341,CP003329.1,1,2938330,2952217,+
341,CP005997.1,1,2782880,2796767,+
341,CP002905.1,1,2886200,2900186,+
341,AP011541.2,1,2710057,2723945,+
341,CP002183.1,1,2733841,2747737,+
341,AP012496.1,1,2770139,2784026,+
341,CP004405.1,1,2713279,2727169,+
341,CP010314.1,1,2917841,2931728,+
341,CP003783.1,1,2869787,2883674,+
341,CP003695.1,1,1274602,1288490,-
340,CP009796.1,1,2789906,2794433,+
340,CP007800.1,1,2905903,2910430,+
340,AL009126.3,1,2933137,2937664,+
340,CP002468.1,1,941656,946181,+
340,CP004019.1,1,2744922,2749456,+
340,CP002906.1,1,2735149,2739674,+
340,CP010052.1,1,2933149,2937676,+
340,CP010053.1,1,2932900,2937427,+
340,CP008698.1,1,2905903,2910430,+
340,CP007409.1,1,2746145,2750652,+
340,CP006881.1,1,2750991,2755518,+
340,CP003329.1,1,2933119,2937646,+
340,CP005997.1,1,2777669,2782196,+
340,CP002905.1,1,2879113,2883637,+
340,AP011541.2,1,2704858,2709380,+
340,CP002183.1,1,2726755,2731279,+
340,AP012496.1,1,2764928,2769455,+
340,CP004405.1,1,2708061,2712595,+
340,CP010314.1,1,2912630,2917157,+
340,CP003783.1,1,2864576,2869103,+
340,CP003695.1,1,1289173,1293700,-
339,CP009796.1,1,2788670,2789904,+
339,CP007800.1,1,2904667,2905901,+
339,AL009126.3,1,2931901,2933135,+
339,CP002468.1,1,940420,941654,+
339,CP004019.1,1,2743686,2744920,+
339,CP002906.1,1,2733909,2735147,+
339,CP010052.1,1,2931913,2933147,+
339,CP010053.1,1,2931664,2932898,+
339,CP008698.1,1,2904667,2905901,+
339,CP007409.1,1,2744890,2746129,+
339,CP006881.1,1,2749755,2750989,+
339,CP003329.1,1,2931883,2933117,+
339,CP005997.1,1,2776433,2777667,+
339,CP002905.1,1,2877886,2879111,+
339,AP011541.2,1,2703622,2704856,+
339,AP012496.1,1,2763692,2764926,+
339,CP004405.1,1,2706825,2708059,+
339,CP010314.1,1,2911394,2912628,+
339,CP003783.1,1,2863340,2864574,+
339,CP003695.1,1,1293701,1294935,-
338,CP009796.1,1,2779186,2783273,+
338,CP007800.1,1,2895336,2899426,+
338,AL009126.3,1,2922570,2926660,+
338,CP002468.1,1,931092,935180,+
338,CP004019.1,1,2734197,2738287,+
338,CP002906.1,1,2724441,2728517,+
338,CP010052.1,1,2922582,2926672,+
338,CP010053.1,1,2922333,2926423,+
338,CP008698.1,1,2895336,2899426,+
338,CP007409.1,1,2735561,2739649,+
338,CP006881.1,1,2740424,2744514,+
338,CP003329.1,1,2922552,2926642,+
338,CP005997.1,1,2767102,2771192,+
338,CP009749.1,1,2746750,2750866,+
338,CP002905.1,1,2868544,2872633,+
338,AP011541.2,1,2694137,2698224,+
338,CP009611.1,1,2706086,2710202,+
338,CP002183.1,1,2715559,2719646,+
338,AP012496.1,1,2754361,2758451,+
338,CP004405.1,1,2697337,2701427,+
338,CP010314.1,1,2902063,2906153,+
338,CP003783.1,1,2854009,2858099,+
338,CP003695.1,1,1300177,1304265,-
338,CP009748.1,1,2680209,2684290,+
337,CP009796.1,1,2775298,2779184,+
337,CP007800.1,1,2891448,2895334,+
337,AL009126.3,1,2918682,2922568,+
337,CP002468.1,1,927204,931090,+
337,CP004019.1,1,2730309,2734195,+
337,CP002906.1,1,2720542,2724439,+
337,CP010052.1,1,2918694,2922580,+
337,CP010053.1,1,2918445,2922331,+
337,CP008698.1,1,2891448,2895334,+
337,CP007409.1,1,2731672,2735559,+
337,CP006881.1,1,2736536,2740422,+
337,CP003329.1,1,2918664,2922550,+
337,CP005997.1,1,2763214,2767100,+
337,CP002905.1,1,2864656,2868542,+
337,AP011541.2,1,2690249,2694135,+
337,CP002183.1,1,2711672,2715557,+
337,AP012496.1,1,2750473,2754359,+
337,CP004405.1,1,2693449,2697335,+
337,CP010314.1,1,2898175,2902061,+
337,CP003783.1,1,2850121,2854007,+
337,CP003695.1,1,1304266,1308154,-
336,CP009796.1,1,2767302,2769928,+
336,CP007800.1,1,2883449,2886075,+
336,AL009126.3,1,2910683,2913309,+
336,CP002468.1,1,919204,921830,+
336,CP004019.1,1,2722309,2724935,+
336,CP002906.1,1,2712542,2715168,+
336,CP010052.1,1,2910695,2913321,+
336,CP010053.1,1,2910446,2913072,+
336,CP008698.1,1,2883449,2886075,+
336,CP007409.1,1,2723673,2726299,+
336,CP006881.1,1,2728537,2731163,+
336,CP003329.1,1,2910665,2913291,+
336,CP005997.1,1,2755217,2757843,+
336,CP009749.1,1,2734307,2736934,+
336,CP002905.1,1,2856638,2859264,+
336,AP011541.2,1,2682277,2684903,+
336,CP009611.1,1,2693643,2696270,+
336,CP002183.1,1,2703658,2706284,+
336,AP012496.1,1,2742474,2745100,+
336,CP004405.1,1,2685449,2688075,+
336,CP010314.1,1,2890176,2892802,+
336,CP003783.1,1,2842122,2844748,+
336,CP003695.1,1,1313525,1316153,-
336,CP009748.1,1,2667742,2670352,+
335,CP009796.1,1,2762820,2765612,+
335,CP007800.1,1,2878967,2881760,+
335,AL009126.3,1,2906201,2908994,+
335,CP002468.1,1,914722,917515,+
335,CP004019.1,1,2717827,2720620,+
335,CP002906.1,1,2708060,2710853,+
335,CP010052.1,1,2906213,2909006,+
335,CP010053.1,1,2905964,2908757,+
335,CP008698.1,1,2878967,2881760,+
335,CP007409.1,1,2719191,2721984,+
335,CP006881.1,1,2724055,2726848,+
335,CP003329.1,1,2906183,2908976,+
335,CP005997.1,1,2750735,2753528,+
335,CP009749.1,1,2729818,2732603,+
335,CP002905.1,1,2852158,2854946,+
335,AP011541.2,1,2677795,2680588,+
335,CP009611.1,1,2689154,2691945,+
335,CP002183.1,1,2699199,2701966,+
335,AP012496.1,1,2737992,2740785,+
335,CP004405.1,1,2680967,2683760,+
335,CP010314.1,1,2885694,2888487,+
335,CP003783.1,1,2837640,2840433,+
335,CP003695.1,1,1317842,1320635,-
335,CP009748.1,1,2663233,2666024,+
334,CP009796.1,1,2756518,2762006,+
334,CP007800.1,1,2872657,2878153,+
334,AL009126.3,1,2899891,2905387,+
334,CP002468.1,1,908415,913908,+
334,CP004019.1,1,2711510,2717013,+
334,CP002906.1,1,2701751,2707246,+
334,CP010052.1,1,2899903,2905399,+
334,CP010053.1,1,2899654,2905150,+
334,CP008698.1,1,2872657,2878153,+
334,CP007409.1,1,2712882,2718377,+
334,CP006881.1,1,2717745,2723241,+
334,CP003329.1,1,2899873,2905369,+
334,CP005997.1,1,2744425,2749921,+
334,CP002905.1,1,2845840,2851329,+
334,AP011541.2,1,2671484,2676981,+
334,CP002183.1,1,2692864,2698361,+
334,AP012496.1,1,2731682,2737178,+
334,CP004405.1,1,2674650,2680153,+
334,CP010314.1,1,2879384,2884880,+
334,CP003783.1,1,2831330,2836826,+
334,CP003695.1,1,1321446,1326943,-
333,CP009796.1,1,2749975,2753882,+
333,CP007800.1,1,2867592,2871500,+
333,AL009126.3,1,2894826,2898734,+
333,CP002468.1,1,903361,907258,+
333,CP004019.1,1,2706452,2710353,+
333,CP002906.1,1,2695222,2699122,+
333,CP010052.1,1,2894838,2898746,+
333,CP010053.1,1,2894589,2898497,+
333,CP008698.1,1,2867592,2871500,+
333,CP007409.1,1,2707823,2711722,+
333,CP006881.1,1,2712680,2716588,+
333,CP003329.1,1,2894808,2898716,+
333,CP005997.1,1,2739360,2743268,+
333,CP002905.1,1,2840755,2844675,+
333,AP011541.2,1,2653683,2657581,+
333,CP002183.1,1,2686286,2690213,+
333,AP012496.1,1,2726617,2730525,+
333,CP004405.1,1,2669592,2673493,+
333,CP010314.1,1,2874319,2878227,+
333,CP003783.1,1,2826265,2830173,+
333,CP003695.1,1,1328100,1331998,-
332,CP009796.1,1,2743099,2746310,+
332,CP007800.1,1,2860716,2863927,+
332,AL009126.3,1,2887950,2891161,+
332,CP002468.1,1,896485,899696,+
332,CP004019.1,1,2699576,2702787,+
332,CP002906.1,1,2688347,2691557,+
332,CP010052.1,1,2887962,2891173,+
332,CP010053.1,1,2887713,2890924,+
332,CP008698.1,1,2860716,2863927,+
332,CP007409.1,1,2700947,2704158,+
332,CP006881.1,1,2705804,2709015,+
332,CP003329.1,1,2887932,2891143,+
332,CP005997.1,1,2732484,2735695,+
332,CP002905.1,1,2833878,2837058,+
332,AP011541.2,1,2646806,2650018,+
332,CP002183.1,1,2679411,2682590,+
332,AP012496.1,1,2719741,2722952,+
332,CP004405.1,1,2662716,2665927,+
332,CP010314.1,1,2867443,2870654,+
332,CP003783.1,1,2819389,2822600,+
332,CP003695.1,1,1335663,1338873,-
331,CP009796.1,1,2740636,2743098,+
331,CP007800.1,1,2858253,2860715,+
331,AL009126.3,1,2885487,2887949,+
331,CP002468.1,1,894022,896484,+
331,CP004019.1,1,2697113,2699575,+
331,CP002906.1,1,2685884,2688346,+
331,CP010052.1,1,2885499,2887961,+
331,CP010053.1,1,2885250,2887712,+
331,CP008698.1,1,2858253,2860715,+
331,CP007409.1,1,2698484,2700946,+
331,CP006881.1,1,2703341,2705803,+
331,CP003329.1,1,2885469,2887931,+
331,CP005997.1,1,2730021,2732483,+
331,CP009749.1,1,2710244,2712691,+
331,CP002905.1,1,2831415,2833877,+
331,AP011541.2,1,2644343,2646805,+
331,CP009611.1,1,2669580,2672026,+
331,CP002183.1,1,2676948,2679410,+
331,AP012496.1,1,2717278,2719740,+
331,CP004405.1,1,2660253,2662715,+
331,CP010314.1,1,2864980,2867442,+
331,CP003783.1,1,2816926,2819388,+
331,CP003695.1,1,1338875,1341337,-
331,CP009748.1,1,2643653,2646100,+
330,CP009796.1,1,2722197,2724820,+
330,CP007800.1,1,2839815,2842438,+
330,AL009126.3,1,2867049,2869672,+
330,CP002468.1,1,875586,878209,+
330,CP004019.1,1,2678675,2681298,+
330,CP002906.1,1,2667447,2670070,+
330,CP010052.1,1,2867061,2869684,+
330,CP010053.1,1,2866812,2869435,+
330,CP008698.1,1,2839815,2842438,+
330,CP007409.1,1,2680045,2682668,+
330,CP006881.1,1,2684903,2687526,+
330,CP003329.1,1,2867031,2869654,+
330,CP005997.1,1,2711583,2714206,+
330,CP009749.1,1,2691719,2694341,+
330,CP002905.1,1,2812390,2815013,+
330,AP011541.2,1,2625909,2628532,+
330,CP009611.1,1,2650999,2653621,+
